Status,age,income,OpenCredit_Lines_and_loans,loan_type,loan_amount,term,property_value,loan_limit,approv_in_adv,LTV,dtir1
1,69,2520,3,5,17136,360,148000,1,0,78.71621622,0.349026844
0,63,7200,2,2,7650,360,168000,0,0,93.1547619,0.572590321
0,53,11160,2,1,5949.66,180,12973205,1,1,3942,0.350874186
1,72,3780,2,1,5100,180,168000,1,0,81.25,0.187762448
1,41,4260,3,0,11148.6,312,358000,1,0,77.23463687,0.306101912
1,51,3480,1,3,33999.66,360,108000,1,0,80.09259259,0.201025979
1,60,1320,2,5,6630,360,98000,1,0,47.44897959,1.908629442
1,35,14640,2,0,4419.66,120,958000,1,0,37.21294363,0.158975542
1,55,6120,3,2,5885.4,240,778000,1,0,58.67609254,0.513602495
1,38,5760,3,0,2291.94,360,298000,1,0,59.22818792,0.175266904
1,64,0,2,2,6715.68,360,8542286,1,0,4291,0.566894457
1,31,19800,2,0,2244,360,1268000,0,0,69.12460568,0.263516583
1,34,7020,2,2,7309.32,360,618000,1,0,94.90291262,0.444956049
1,54,2280,1,2,3570,360,298000,1,1,69.29530201,0.444444444
1,71,105857,3,0,0,360,488000,1,1,87.39754098,73
1,65,2940,1,2,4080,360,148000,0,0,85.47297297,0.506873282
1,46,5040,2,0,13170.24,360,13373108,1,0,6552,0.258576628
1,56,5040,2,2,3927,360,348000,0,0,70.83333333,1.383017398
1,43,3720,3,0,6798.3,360,358000,0,0,71.64804469,0.266876688
1,34,243051,1,0,6375,360,268000,1,0,47.20149254,0.191649336
1,49,6960,3,0,5973.12,360,498000,1,0,77.61044177,0.020146833
1,32,2580,1,1,0,360,178000,1,0,87.92134831,1581
1,58,12660,2,0,6324,360,2429419,1,1,964,0
1,38,4620,1,1,4386,360,558000,1,0,72.84946237,0.297372704
1,59,11220,1,3,12154.32,360,708000,1,0,92.7259887,0.404799866
1,51,7380,3,0,4590,360,588000,1,0,86.13945578,0.183736947
1,55,4200,1,0,0,360,258000,1,0,76.1627907,79
1,53,6360,1,1,7265.46,360,608000,1,0,93.17434211,0.295480067
1,66,7380,1,1,2380.68,360,448000,0,0,23.77232143,0.24496788
1,56,276031,1,2,0,360,498000,0,0,103.7148594,4659
1,55,3960,2,1,0,240,68000,1,0,97.79411765,2719
0,39,5880,1,2,12920.34,360,298000,1,0,72.65100671,0.337622356
1,50,9720,3,2,0,360,618000,1,0,77.10355987,5368
1,54,2220,1,1,3888.24,360,118000,1,1,81.77966102,0.258589038
1,38,3720,2,0,1204.62,360,318000,1,0,77.51572327,0.08037225
1,53,2820,3,1,11544.36,360,118000,1,0,73.30508475,0.23358954
1,71,3240,2,0,3060,312,228000,1,0,77.4122807,0.156614462
1,69,6660,2,0,0,360,578000,1,0,75.51903114,84
1,38,3780,3,1,7819.32,360,558000,1,0,60.3046595,0.370418677
1,51,4740,1,1,1632,360,298000,1,0,72.65100671,0.62273579
0,53,6540,1,2,17323.68,360,378000,1,0,96.95767196,0.160317928
0,38,258999,2,3,4590,360,238000,1,0,95.16806723,0.558320373
1,35,2760,1,0,2897.82,180,148000,1,0,85.47297297,0.238212526
1,71,5760,1,0,4590,240,518000,1,0,41.7953668,0.162186181
1,72,3780,1,2,0,240,678000,1,1,59.95575221,1514
1,48,3660,1,1,0,360,278000,1,0,74.28057554,1434
1,67,5460,3,1,6799.32,360,198000,1,0,84.09090909,0.416379181
1,58,7020,1,0,8874,180,458000,1,0,31.98689956,0.219974716
1,53,7500,1,0,0,360,538000,1,0,94.14498141,2092
1,59,1920,2,0,3060,360,128000,1,0,91.015625,0.360879707
1,50,9360,3,1,6745.26,360,928000,1,0,39.49353448,0.367553674
1,49,3540,1,1,3468,360,13019570,1,0,6542,0.645104381
0,35,2220,1,0,2754,360,228000,1,0,99.34210526,0.175120326
1,42,6240,2,1,4998,360,358000,1,0,74.44134078,0.517037339
1,70,4860,3,0,6120,180,138000,1,0,62.68115942,0.009831695
1,67,1860,3,0,2124.66,360,10477767,1,0,3071,0.325335893
1,83,8340,1,0,7267.5,180,358000,0,0,54.88826816,0.017260735
1,36,3600,2,2,0,240,258000,1,1,72.28682171,3300
1,42,5460,3,2,9691.02,360,358000,1,1,96.7877095,0.448326668
1,82,9720,3,0,11220,360,878000,1,0,57.68792711,0.008908281
1,49,1740,2,0,4590,300,128000,1,0,98.828125,0.149077983
1,51,253726,3,0,11899.32,360,618000,1,0,81.9579288,0.166452387
1,57,1800,3,1,7172.64,360,438000,1,0,69.97716895,0.115171335
1,37,4980,3,2,8499.66,360,538000,1,0,94.14498141,0.335733141
1,66,0,2,3,9264.66,360,8134542,1,0,1807,0.513540291
1,66,3000,3,0,2988.6,180,188000,1,0,56.64893617,0.037871034
1,28,12360,3,0,836.4,360,15610872,1,0,6284,0.017052375
1,79,7920,3,1,7175.7,360,948000,1,0,51.3185654,0.457930642
1,34,4500,1,0,4080,360,268000,1,0,50.93283582,0.177955511
1,56,2820,3,1,1103.64,360,238000,1,0,78.36134454,3.874422899
1,55,9120,1,1,0,360,858000,1,0,63.69463869,2958
1,58,3420,3,0,12750,360,198000,1,1,89.14141414,0.00711943
1,77,6480,2,2,8033.52,360,468000,1,0,97.54273504,0.199949219
1,35,7500,1,0,3399.66,360,698000,1,0,59.67048711,0.182363527
1,64,5400,2,4,9589.02,360,528000,1,0,67.51893939,0.427674963
1,62,10500,2,2,3297.66,300,658000,1,0,80.01519757,1.012368584
1,54,4440,2,0,4488,180,508000,1,0,50.49212598,0.262440354
1,38,5340,1,2,11220,360,11427170,1,0,1508,0.441868921
1,73,2580,2,1,13260,360,408000,1,0,48.16176471,0.190062303
1,85,4560,3,0,5100,360,418000,1,0,80.50239234,0.00019996
1,42,6000,1,0,11220,336,578000,1,0,70.32871972,0.090355422
1,48,252467,2,1,6841.14,360,568000,1,0,78.60915493,0.585122242
1,80,7260,1,0,0,360,328000,1,1,96.49390244,605
1,38,5400,2,1,0,360,318000,1,0,90.09433962,631
1,78,6000,3,1,1699.32,360,208000,1,0,99.27884615,0.668266347
1,65,3420,1,1,16769.82,360,318000,1,0,46.06918239,0.361938937
1,54,6360,3,0,4297.26,360,588000,1,0,75.93537415,0.319174181
1,58,2820,1,1,4666.5,360,318000,1,0,71.22641509,0.712194056
1,35,7800,3,1,5100,240,478000,1,0,85.041841,0.312937413
1,66,4320,1,0,2550,360,14579661,1,0,2333,0.011195522
1,35,4260,2,0,4080,360,518000,1,0,59.16988417,0.043739065
1,58,6780,1,2,8670,240,398000,1,0,64.44723618,0.461357487
1,29,3720,2,0,3339.48,360,298000,1,0,69.29530201,0.260763359
1,43,4680,3,1,3672,360,978000,0,0,58.94683027,0.336295473
1,50,3120,1,1,3143.64,360,348000,1,0,73.70689655,0.376905611
1,71,10740,3,2,0,180,798000,1,0,69.73684211,1653
1,41,237202,1,2,6842.16,360,298000,1,0,79.36241611,0.735131912
1,36,10980,3,1,6120,324,928000,1,0,52.42456897,0.870354941
1,37,6480,2,2,21420,360,488000,1,1,85.34836066,0.453692681
1,40,116475,1,0,2550,360,308000,1,1,89.77272727,0.428628549
1,54,8580,1,1,0,180,148000,0,0,85.47297297,1321
1,49,4260,2,2,16999.32,360,338000,1,0,96.59763314,0.315173697
1,59,8340,3,2,10200,360,658000,1,0,73.93617021,0.335066493
1,64,9420,3,0,0,360,15235108,1,0,5636,17
1,41,15240,3,1,5983.32,360,548000,1,0,74.17883212,0.285324697
1,53,14160,2,2,12750,360,2445194,1,0,4716,0.34037277
1,62,296486,3,1,9825.66,360,288000,1,1,92.53472222,0.365787835
1,70,5160,1,2,0,360,258000,1,0,83.91472868,2284
1,65,554172,1,2,19804.32,300,598000,1,0,61.28762542,0.254313231
1,57,6000,2,3,7309.32,360,628000,1,0,90.20700637,0.369192131
1,60,6900,3,1,9397.26,360,488000,1,0,79.20081967,0.228999349
1,35,9720,1,1,23562,360,678000,1,0,74.70501475,0.128132981
0,60,4440,1,2,4133.04,360,258000,1,1,87.79069767,0.632371083
1,46,4260,1,2,10200,360,808000,1,0,51.5470297,0.324267573
1,59,3360,1,1,3570,360,268000,1,0,65.85820896,0.89117395
1,67,12840,2,0,627.3,360,678000,1,0,74.70501475,0
1,58,21000,2,0,12087,360,388000,1,0,102.1907216,0.049700447
1,91,7800,2,0,0,360,828000,1,0,73.24879227,5
0,34,7560,1,1,3570,360,788000,1,0,79.50507614,0.44187375
1,50,11520,2,2,12240,180,2608000,1,0,22.10506135,0.399050079
1,40,4680,3,0,3010.02,360,148000,1,0,85.47297297,0.181233062
1,34,9720,2,0,4080,360,618000,1,0,90.04854369,0.132716821
1,52,8160,1,0,1127.1,360,728000,1,0,75.06868132,0.372513562
1,28,2760,1,0,1550.4,240,278000,1,0,70.68345324,0.067061144
1,57,2160,3,0,6449.46,360,128000,1,0,98.828125,0.128716003
1,64,4320,1,1,0,360,3005216,1,0,3737,1203
1,48,7440,3,1,0,180,368000,1,0,77.85326087,1189
1,68,5760,3,2,0,144,2625808,1,0,740,2410
1,48,2640,1,2,5385.6,360,298000,1,0,76.00671141,0.26775232
1,31,12300,3,0,5100,360,858000,1,0,56.7016317,0.057388522
1,38,3960,2,1,3060,360,15361447,1,0,6773,0.508163945
1,73,3720,1,1,5723.22,360,738000,1,1,32.04607046,0.170705631
1,84,13860,1,0,7924.38,156,828000,1,0,58.75603865,0.001287001
1,28,5340,3,0,1299.48,360,378000,1,0,49.33862434,0.121568627
1,70,13140,2,1,0,180,568000,1,0,69.80633803,1591
1,44,215735,3,2,0,360,408000,1,0,84.92647059,2336
0,28,224712,3,0,1829.88,360,628000,1,0,99.7611465,0.129805014
1,35,3240,1,0,0,324,578000,1,0,58.21799308,523
1,31,3600,2,1,3294.6,360,528000,1,1,58.04924242,0.515939338
0,52,6360,3,1,4188.12,360,558000,1,0,74.64157706,0.68127587
1,33,14340,2,0,2397,180,908000,1,0,48.07268722,0.356018715
1,47,8760,2,4,10624.32,360,578000,1,0,84.16955017,0.735816454
1,28,4620,1,0,4568.58,360,4111313,1,0,1117,0.166517857
1,65,146492,2,0,0,360,638000,1,0,80.95611285,111
1,59,16680,2,1,7650,360,758000,1,0,78.6939314,0.085321957
1,56,7860,3,0,4080,360,1198000,1,0,59.80801336,0.720069983
1,35,16260,3,0,3876,360,608000,0,0,93.17434211,0.332280979
1,56,4680,2,1,3482.28,360,368000,1,0,80.57065217,0.528550512
1,26,5160,2,0,3909.66,360,448000,1,0,79.57589286,0
1,43,5760,3,4,13617,360,268000,1,1,95.70895522,0.38708711
1,49,7800,1,0,0,360,728000,1,0,80.56318681,228
1,78,9060,3,1,0,360,728000,1,0,86.05769231,736
1,36,4260,1,1,3718.92,360,528000,1,0,50.47348485,0.644091034
1,48,3300,1,0,3714.84,360,238000,1,0,99.3697479,0.107878122
1,84,4440,1,0,8218.14,360,548000,1,0,52.2810219,0.002606106
1,50,160417,1,0,6549.42,360,658000,1,0,86.09422492,0.165213329
1,85,11100,3,0,2856,360,698000,1,0,94.05444126,0.217065334
1,88,10380,2,0,0,360,668000,1,0,69.83532934,68
1,58,5820,1,1,6907.44,360,218000,1,0,85.55045872,0.552930754
1,92,4560,1,0,0,360,798000,1,0,52.19298246,0
1,47,7860,1,1,4029,360,658000,1,0,54.17933131,0.475322703
1,58,6300,1,0,5557.98,360,488000,1,0,79.20081967,0.142385321
1,33,4800,3,1,2040,360,468000,1,0,95.40598291,0.432783608
1,32,4920,3,2,8160,324,238000,1,0,95.16806723,0.264841895
1,34,10080,1,0,0,300,10623711,1,0,4374,969
1,42,32400,3,2,4284,360,438000,1,0,85.95890411,0.344679838
1,81,16200,1,0,2448,360,438000,1,0,74.543379,0.01332778
1,39,3120,3,1,4590,360,488000,1,0,52.56147541,0.335036659
1,65,11640,2,1,0,180,13227182,1,0,7541,779
1,30,360912,3,0,0,360,218000,1,0,99.31192661,852
1,49,17640,2,3,9384,360,888000,1,0,79.56081081,0.216280839
1,61,273687,1,0,3060,360,258000,1,0,95.54263566,0.264911696
1,30,9180,3,1,4590,360,338000,1,0,78.84615385,0.286158631
1,33,5280,3,1,8011.08,360,518000,1,0,80.40540541,0.332527053
1,60,13080,2,3,9642.06,360,418000,1,0,90.07177033,0.963084409
0,46,7140,1,3,0,240,538000,1,0,68.12267658,6046
1,70,3840,2,0,4433.94,360,408000,1,0,67.76960784,0.090386385
0,49,16020,1,0,0,360,668000,1,1,74.32634731,64
1,59,7800,1,1,5585.52,360,278000,1,0,85.07194245,0.447142596
1,52,3900,2,0,3988.2,180,448000,1,0,50.55803571,0.380976732
1,76,3540,3,0,0,360,358000,1,0,96.7877095,4
1,75,7800,1,1,18924.06,360,408000,1,1,70.22058824,0.122830656
1,57,8160,1,3,16234.32,360,438000,1,0,92.80821918,0.196142489
1,52,3840,3,0,13668,240,298000,1,0,92.7852349,0.103425118
1,36,33231,1,1,7054.32,360,188000,1,0,88.56382979,0.32224953
1,65,3960,3,1,0,360,468000,1,0,78.31196581,4627
1,64,6120,1,1,19380,180,14514414,1,1,1843,0.121835693
1,61,0,2,1,11220,360,4835672,1,0,6355,0.226433961
1,66,4680,3,1,6877.86,360,228000,1,0,90.57017544,0.427787663
1,74,2760,2,1,0,360,208000,1,0,70.43269231,2367
1,66,0,2,1,5949.66,360,6050157,1,0,2178,0.074734316
1,81,10800,2,0,5779.32,360,778000,1,0,68.95886889,0.00829363
1,83,4860,1,1,3672,240,488000,1,0,75.10245902,0.207164676
1,43,3900,3,3,3748.5,360,168000,1,0,63.39285714,0.718171926
1,60,0,3,4,10845.66,360,138000,1,1,98.91304348,0.373801016
1,46,3900,3,2,12240,360,388000,1,0,94.45876289,0.430297475
1,51,4620,1,1,6126.12,360,608000,1,0,55.34539474,0.330947228
1,61,4080,1,2,15376.5,360,558000,1,0,80.01792115,0.301074556
1,41,11400,3,2,8074.32,360,448000,1,0,86.27232143,0.375647341
1,51,13440,3,2,0,360,778000,1,0,89.52442159,2788
1,49,3900,1,0,25245,360,318000,1,0,74.37106918,0.022504141
1,30,163272,3,1,4743,360,1048000,1,0,58.82633588,0.679853795
1,44,4920,3,2,13260,360,338000,1,0,58.13609467,0.373740482
1,70,8880,2,1,8746.5,360,788000,1,0,73.15989848,0.311916978
1,33,3180,3,0,4419.66,360,7630186,1,0,5248,0.283571758
1,36,385233,2,0,2856,360,288000,1,0,82.11805556,0.319171724
1,58,5880,1,1,9894,360,328000,1,0,78.20121951,0.236573549
1,32,511793,2,1,1275,360,408000,1,0,92.27941176,1.298161471
1,56,312383,2,1,2910.06,360,298000,1,0,96.1409396,0.528381219
1,41,7080,1,2,2550,348,538000,1,0,82.99256506,0.551779288
1,59,8280,2,1,4419.66,360,348000,1,0,79.45402299,0.42893401
1,62,8880,1,0,0,360,398000,1,0,97.11055276,81
1,35,6420,3,0,2040,180,368000,1,0,58.83152174,0.032483758
1,87,1920,3,0,0,360,2373023,1,0,390,790
1,36,9780,1,0,5508,360,308000,1,0,67.04545455,0
1,39,4560,3,2,9180,360,288000,1,0,102.9513889,0.333851794
1,34,6120,3,1,2738.7,360,338000,0,1,90.68047337,0.802308265
1,75,6420,1,1,9078,360,348000,1,0,79.45402299,0.504887091
1,41,21660,2,2,4233,360,508000,1,0,58.36614173,0.459166466
1,40,8340,1,1,0,360,598000,1,0,89.71571906,2628
1,42,2880,3,0,4249.32,300,78000,1,0,72.43589744,0.006959443
1,38,4620,1,0,2672.4,360,488000,1,1,75.10245902,0.194963754
1,66,8400,3,2,0,360,458000,1,0,75.65502183,3930
1,53,28440,1,2,10333.62,180,338000,1,1,78.84615385,0.226213976
1,27,4800,3,0,2040,360,408000,1,0,75.12254902,0.294852574
1,38,3240,3,1,0,360,168000,1,0,75.29761905,777
1,36,4680,1,2,5364.18,360,388000,1,1,99.61340206,0.474904943
1,57,3240,1,2,9792,360,168000,1,0,81.25,0.27018019
1,85,6600,1,0,10710,360,688000,1,0,70.7122093,0
1,65,9900,1,0,2550,360,658000,1,0,84.57446809,0.515793683
1,61,5820,3,2,11628,360,278000,1,0,81.47482014,0.271467415
1,26,6300,2,0,3264,240,15794321,1,0,3333,0.069040925
1,43,3180,2,2,0,360,478000,1,0,53.66108787,2809
1,43,6600,1,0,2991.66,360,458000,1,0,64.73799127,0.064417178
1,47,3120,1,2,6834,360,418000,1,0,85.28708134,0.560214893
1,78,3480,3,1,2937.6,360,258000,1,0,60.65891473,0.372787227
1,67,3900,3,1,10200,360,318000,1,1,71.22641509,0.266873313
1,40,3300,2,1,0,240,178000,1,0,82.30337079,2615
1,49,222068,3,0,3876,360,708000,1,0,87.07627119,0.370691923
1,36,8040,2,2,3994.32,360,418000,1,0,78.11004785,1.220066377
1,48,3720,3,1,5752.8,360,318000,1,1,46.06918239,0.421201915
0,57,5100,2,2,4386,360,578000,1,0,84.16955017,0.881655429
1,37,9060,3,0,1530,360,608000,1,0,58.63486842,0
1,45,3240,1,3,12240,360,7238240,1,0,2410,0.421048246
1,76,2580,3,0,5508,360,208000,1,0,41.58653846,0.020736901
1,57,15540,1,2,7309.32,120,988000,1,0,41.1437247,0.514162132
1,74,4740,2,0,0,300,148000,1,0,78.71621622,692
1,52,2400,1,2,2550,360,228000,1,0,94.95614035,1.317473011
1,79,6840,2,0,0,360,468000,1,0,84.72222222,24
1,75,11820,2,0,4668.54,360,658000,1,0,90.65349544,0.047400612
1,54,9660,3,1,9104.52,360,908000,1,1,56.88325991,0.257757365
1,50,7200,1,1,12655.14,360,298000,1,0,52.51677852,0.146276596
1,46,5580,1,0,2718.3,360,488000,0,0,99.69262295,0.148162041
1,52,4680,2,0,6528,360,498000,1,0,69.57831325,0
1,46,7800,2,0,0,360,558000,1,0,87.18637993,178
1,72,6780,3,2,0,240,538000,1,0,84.85130112,1934
1,55,575809,3,0,0,360,378000,1,0,89.02116402,817
1,72,16380,3,0,3570,360,738000,1,0,72.69647696,0
1,38,3360,1,2,0,360,218000,1,0,99.31192661,2082
1,65,4440,3,0,0,180,10502761,1,0,7068,724
1,52,7260,3,3,13599.66,360,848000,1,0,39.68160377,0.318734063
0,50,15780,1,2,4080,360,10478876,1,0,977,0.605098725
1,64,4140,1,1,0,360,328000,1,1,72.10365854,2446
1,55,9660,2,1,9180,360,868000,1,0,61.80875576,0.315187201
1,45,2160,3,0,1887,360,208000,1,1,36.77884615,0.198811453
1,60,9660,2,4,6630,360,628000,1,0,88.61464968,0.498692509
1,61,1992,1,0,6426,360,338000,1,0,93.63905325,0.156959213
1,84,4620,2,0,0,360,238000,1,0,78.36134454,162
1,49,7380,1,1,7004.34,360,538000,1,0,94.14498141,0.587361677
1,45,6540,2,0,8802.6,360,588000,1,1,79.33673469,0.246784845
1,60,4320,3,2,3060,360,298000,1,0,96.1409396,1.511162946
1,43,18480,1,1,5712,360,1008000,0,0,72.0734127,0.346902339
1,65,4200,1,2,9945,324,2570984,0,0,5314,0.621679828
1,34,1980,1,0,0,180,158000,1,0,73.73417722,85
1,39,6180,3,2,21.42,360,388000,1,0,63.53092784,106.2727273
1,38,14220,3,0,2356.2,360,9301203,1,0,4091,0.061445262
1,47,8160,2,2,9145.32,360,1538000,1,0,14.72691808,0.546448087
1,28,6420,1,0,0,360,498000,1,0,97.69076305,346
1,82,3240,2,0,5100,360,138000,1,0,91.66666667,0.180763847
0,42,5520,2,0,3468,240,508000,1,1,52.46062992,0.18141723
1,37,4860,3,1,3709.74,360,998000,1,0,55.76152305,0.611050027
1,54,7620,3,2,6442.32,360,398000,1,0,87.06030151,0.313439924
0,40,86841,3,3,0,360,318000,0,0,83.80503145,3558
1,80,5100,3,2,6558.6,360,178000,1,0,59.83146067,0.691183331
1,59,1620,2,1,13668,360,198000,1,0,73.98989899,0.283411686
1,56,11220,1,1,12648,360,878000,1,0,58.82687927,0.135553584
1,61,147180,2,2,13701.66,360,478000,1,0,89.22594142,0.43955635
1,31,19020,2,1,19212.72,360,828000,1,0,49.0942029,0.102670277
1,52,8880,3,0,6375,360,178000,1,0,87.92134831,0
1,38,5100,1,1,4590,300,12462539,1,0,4023,0.531659631
1,39,4500,2,0,6262.8,360,318000,1,0,93.23899371,0.291809152
1,65,4080,2,0,0,360,378000,1,0,94.31216931,19
1,44,3360,3,0,2295,360,148000,1,0,71.95945946,0.217236784
1,49,7920,2,2,6710.58,360,648000,0,0,87.42283951,0.268693009
1,33,54064,1,0,3401.7,360,458000,1,0,86.5720524,0.047961631
1,48,10080,3,2,4249.32,240,258000,1,0,83.91472868,1.055195584
1,59,6180,1,0,0,180,278000,1,0,74.28057554,2910
0,49,4020,2,1,2563.26,360,368000,1,0,86.00543478,0.53540175
1,43,4620,2,1,6609.6,360,438000,1,0,83.67579909,0.278969295
1,51,4680,3,2,0,360,990641,1,0,508,3308
1,38,365702,3,1,4555.32,360,598000,1,0,78.01003344,0.637788225
1,37,8100,1,2,15300,360,368000,1,0,99.5923913,0.498566762
1,52,2340,1,0,0,360,268000,1,0,99.44029851,1132
1,40,9300,3,0,6633.06,360,528000,0,0,69.41287879,0.134071341
1,60,6780,3,1,0,360,198000,1,0,79.04040404,1068
1,49,2220,1,0,7979.46,360,2323166,1,0,6378,0.158997955
1,46,474332,2,1,3192.6,360,478000,1,0,72.48953975,0.288725647
0,37,143808,2,4,8670,324,168000,0,0,75.29761905,0.93824256
1,41,7440,2,1,5100,360,2308000,1,0,27.14471404,0.407318536
1,60,7020,1,0,10506,360,368000,1,0,86.00543478,0.065139307
1,67,7680,2,2,2652,360,678000,1,1,82.07964602,0.194925029
1,57,3420,3,1,1020,360,198000,1,0,89.14141414,2.496503497
1,73,39300,1,1,8160,360,1948000,0,0,77.33572895,0.308086489
1,37,14100,3,1,0,360,378000,0,0,70.5026455,3947
1,82,17580,2,2,11220,240,1258000,1,0,57.75039746,0.431051723
1,29,5880,1,0,2298.06,360,118000,1,0,98.72881356,0.153061224
1,53,3960,3,0,9006.6,360,258000,1,1,95.54263566,0.061148228
1,49,5340,3,0,8262,300,9893398,1,0,7501,0.069744476
1,48,9000,2,0,0,360,608000,1,0,42.1875,7
1,53,6360,1,0,0,360,428000,1,0,99.64953271,35
1,86,2640,2,0,0,360,248000,1,0,99.39516129,51
1,55,6360,2,1,4743,360,168000,1,0,81.25,0.266824339
1,36,5100,1,1,8364,360,128000,1,0,67.578125,0.211071821
1,83,4380,1,1,10200,360,328000,1,0,96.49390244,0.312868713
1,65,142575,2,2,2422.5,360,308000,1,0,76.78571429,0.38510101
0,61,12840,1,1,2040,360,738000,1,0,57.79132791,6.094452774
1,63,2940,2,2,14057.64,360,638000,1,0,33.93416928,0.469418849
1,70,1500,3,3,6120,360,148000,1,0,78.71621622,0.777370438
1,65,6360,2,0,2389.86,360,498000,1,0,83.63453815,0.042235495
1,28,244309,3,0,0,360,628000,0,0,96.57643312,262
1,53,3180,3,2,4661.4,360,148000,0,0,85.47297297,0.262962153
1,74,43393,2,1,0,360,158000,1,0,73.73417722,1004
1,68,14580,2,2,5205.06,360,10381188,0,0,877,0.39184953
1,40,6600,2,2,12750,324,408000,1,1,57.96568627,0.225741941
1,68,3180,3,1,2550,360,328000,1,0,90.39634146,0.611755298
1,37,10560,1,0,3876,360,588000,1,0,92.94217687,0.000526177
1,64,5880,3,1,3060,360,418000,1,0,70.93301435,0.015661446
1,40,16200,3,0,6834,360,998000,1,0,57.76553106,0.110878973
1,47,5100,2,2,7725.48,360,1975474,1,0,3008,0.365016502
1,45,9360,2,0,7242,360,768000,1,0,78.97135417,0.099845092
1,75,1140,1,2,0,360,348000,1,0,19.1091954,1627
1,45,4800,3,2,15759,360,388000,1,0,55.79896907,0.281729338
1,65,6900,3,2,0,360,858000,1,0,55.53613054,1313
1,62,1740,1,2,10710,360,198000,1,0,84.09090909,0.24045329
1,24,0,1,0,0,360,873283,1,0,296,0
1,36,283976,1,0,5779.32,360,568000,1,0,96.21478873,0.090524087
1,45,13200,2,0,3060,360,508000,1,0,97.73622047,0.129623459
1,89,8580,2,0,7038,360,378000,0,1,86.37566138,0.067381539
1,68,6120,3,1,11364.84,360,498000,1,0,69.57831325,0.229471417
1,43,5400,1,0,8185.5,360,5792325,1,0,5884,0.224395714
0,43,8760,3,0,0,240,908000,1,0,80.01101322,219
1,68,3480,2,1,6001.68,360,5478078,1,1,2213,0.38317757
1,35,6300,3,0,2060.4,360,878000,1,1,49.71526196,0.378525482
1,63,7980,3,0,0,180,518000,1,1,63.03088803,28
1,34,8400,3,1,4165.68,360,458000,1,0,34.17030568,0.368421053
1,61,260509,2,2,9180,360,458000,1,0,95.30567686,0.480057771
1,52,168215,3,1,3264,360,368000,1,0,86.00543478,1.052171197
1,64,4440,2,1,13088.64,360,749645,1,0,3055,0.071378477
1,84,11820,3,1,26520,360,588000,1,0,94.64285714,0.048228914
1,65,2280,3,1,5153.04,300,118000,1,0,73.30508475,0.31506036
1,65,3240,2,1,2687.7,360,298000,1,0,96.1409396,0.364188164
1,66,3240,3,2,15172.5,360,248000,1,1,79.23387097,0.09438021
1,55,3900,1,2,9298.32,360,398000,1,0,94.59798995,0.34210815
1,66,11760,2,2,5577.36,360,12459877,1,0,7645,0.447430975
1,39,6300,1,2,11481.12,360,1128000,1,0,64.40602837,0.377631696
1,32,3000,1,2,0,360,948000,1,0,35.49578059,2129
1,73,49920,2,0,10710,360,658000,1,0,69.3768997,0.017903057
1,59,12480,1,2,3570,360,218000,1,0,71.78899083,0.604398743
1,54,6600,1,1,6134.28,360,448000,1,0,66.18303571,0.579717373
1,41,4980,1,2,6018,360,598000,1,0,69.64882943,0.607185223
1,41,7620,3,2,0,360,498000,1,0,63.55421687,1776
1,68,7020,1,1,2550,360,620434,1,0,5303,0.404638145
1,49,11460,1,2,6595.32,360,888000,1,0,68.29954955,0.401267976
1,74,5460,2,2,4249.32,360,458000,1,0,71.28820961,0.426685865
1,55,3600,1,0,2550,360,248000,1,0,67.13709677,0.092762895
1,72,8160,1,0,0,180,508000,1,0,54.42913386,0
1,38,5100,2,1,6704.46,360,208000,1,0,56.00961538,0.2706115
1,54,4620,3,1,4080,360,278000,1,1,77.87769784,0.188452887
1,47,4200,3,2,5100,360,368000,1,0,86.00543478,0.25974805
1,37,4440,1,0,2172.6,240,5398539,1,0,5472,0.430314406
1,48,8220,2,1,5118.36,360,11654206,1,0,1594,0.450288902
1,78,3900,3,0,3865.8,360,258000,1,0,95.54263566,0.117910841
1,49,6420,2,1,3374.16,288,598000,1,0,67.97658863,0.52674524
